date,jour_semaine,jour_mois,semaine_annee,mois,annee,saison,vacances_scolaires,temperature_moyenne,temperature_min,temperature_max,meteo_principale,indice_chaleur,indice_froid,lits_total,lits_occupes,taux_occupation_lits,nb_medecins_disponibles,nb_infirmiers_disponibles,nb_aides_soignants_disponibles,taux_couverture_personnel,nombre_admissions,nombre_passages_urgences,nombre_hospitalisations,nombre_sorties,evenement_special,impact_evenement_estime
2022-05-18,Mercredi,18,20,5,2022,Printemps,0,"24,1","16,8","30,2",Canicule,"5,199999999999999","0,0",1650,1249,"0,76",70,260,210,"1,0",312,920,202,240,Canicule,"0,0"
2022-05-19,Jeudi,19,20,5,2022,Printemps,0,"23,2","20,3","28,0",Chaleurs,"3,0","0,0",1650,857,"0,52",70,260,210,"1,0",305,920,198,164,Canicule,"0,0"
2022-05-20,Vendredi,20,20,5,2022,Printemps,0,"17,7","15,8","24,0",Pluie,"0,0","0,0",1650,1162,"0,7",70,260,210,"1,0",242,1012,157,223,Aucun,"0,0"
2022-05-21,Samedi,21,20,5,2022,Printemps,0,"19,4","13,3","26,8",Soleil,"1,8000000000000007","0,0",1650,1005,"0,61",70,260,210,"1,0",324,1058,210,193,Canicule,"0,0"
2022-05-22,Dimanche,22,20,5,2022,Printemps,0,"19,0","13,6","24,2",Soleil,"0,0","0,0",1650,880,"0,53",70,260,210,"1,0",351,993,228,169,Aucun,"0,0"
2022-05-23,Lundi,23,21,5,2022,Printemps,0,"16,5","15,4","18,9",Pluie,"0,0","0,0",1650,955,"0,58",70,260,210,"1,0",355,920,230,183,Aucun,"0,0"
2022-05-24,Mardi,24,21,5,2022,Printemps,0,"14,6","11,4","20,0",Doux,"0,0","0,0",1650,1162,"0,7",70,260,210,"1,0",313,920,203,223,Aucun,"0,0"
2022-05-25,Mercredi,25,21,5,2022,Printemps,0,"16,6","10,0","21,6",Soleil,"0,0","0,0",1650,1091,"0,66",70,260,210,"1,0",298,920,193,209,Aucun,"0,0"
2022-05-26,Jeudi,26,21,5,2022,Printemps,0,"17,2","13,8","21,8",Soleil,"0,0","0,0",1650,1059,"0,64",70,260,210,"1,0",432,920,280,203,Aucun,"0,0"
2022-05-27,Vendredi,27,21,5,2022,Printemps,0,"16,9","13,7","23,3",Soleil,"0,0","0,0",1650,968,"0,59",70,260,210,"1,0",420,1012,273,186,Aucun,"0,0"
2022-05-28,Samedi,28,21,5,2022,Printemps,0,"16,2","10,1","22,9",Soleil,"0,0","0,0",1650,1392,"0,84",70,260,210,"1,0",344,1058,223,267,Aucun,"0,0"
2022-05-29,Dimanche,29,21,5,2022,Printemps,0,"13,5","8,5","19,1",Doux,"0,0","0,0",1650,1023,"0,62",70,260,210,"1,0",128,993,83,196,Aucun,"0,0"
2022-05-30,Lundi,30,22,5,2022,Printemps,0,"15,1","8,1","21,9",Soleil,"0,0","0,0",1650,1121,"0,68",70,260,210,"1,0",401,920,260,215,Aucun,"0,0"
2022-05-31,Mardi,31,22,5,2022,Printemps,0,"16,8","11,3","22,6",Soleil,"0,0","0,0",1650,1055,"0,64",70,260,210,"1,0",386,920,250,202,Aucun,"0,0"
2022-06-01,Mercredi,1,22,6,2022,Été,0,"17,1","8,8","24,2",Soleil,"0,0","0,0",1650,1129,"0,68",70,260,210,"1,0",366,920,237,217,Aucun,"0,0"
2022-06-02,Jeudi,2,22,6,2022,Été,0,"19,0","10,4","26,4",Soleil,"1,3999999999999986","0,0",1650,1196,"0,72",70,260,210,"1,0",444,920,288,230,Canicule,"0,0"
2022-06-03,Vendredi,3,22,6,2022,Été,0,"18,3","13,5","23,9",Pluie,"0,0","0,0",1650,1087,"0,66",70,260,210,"1,0",384,1012,249,209,Aucun,"0,0"
2022-06-04,Samedi,4,22,6,2022,Été,0,"19,7","15,5","29,6",Pluie,"4,600000000000001","0,0",1650,1083,"0,66",70,260,210,"1,0",270,1058,175,208,Canicule,"0,0"
2022-06-05,Dimanche,5,22,6,2022,Été,0,"18,7","16,3","24,0",Pluie,"0,0","0,0",1650,1085,"0,66",70,260,210,"1,0",334,993,217,208,Aucun,"0,0"
2022-06-06,Lundi,6,23,6,2022,Été,0,"18,5","13,5","22,9",Soleil,"0,0","0,0",1650,1497,"0,91",70,260,210,"1,0",380,920,247,287,Aucun,"0,0"
2022-06-07,Mardi,7,23,6,2022,Été,0,"19,4","15,7","24,5",Pluie,"0,0","0,0",1650,1101,"0,67",70,260,210,"1,0",422,920,274,211,Aucun,"0,0"
2022-06-08,Mercredi,8,23,6,2022,Été,0,"17,2","14,5","23,0",Pluie,"0,0","0,0",1650,1087,"0,66",70,260,210,"1,0",446,920,289,209,Aucun,"0,0"
2022-06-09,Jeudi,9,23,6,2022,Été,0,"17,9","12,7","23,2",Soleil,"0,0","0,0",1650,988,"0,6",70,260,210,"1,0",213,920,138,190,Aucun,"0,0"
2022-06-10,Vendredi,10,23,6,2022,Été,0,"19,6","15,1","23,8",Soleil,"0,0","0,0",1650,1097,"0,66",70,260,210,"1,0",225,1012,146,210,Aucun,"0,0"
2022-06-11,Samedi,11,23,6,2022,Été,0,"20,8","14,5","28,4",Chaleurs,"3,3999999999999986","0,0",1650,1431,"0,87",70,260,210,"1,0",307,1058,199,275,Canicule,"0,0"
2022-06-12,Dimanche,12,23,6,2022,Été,0,"19,8","13,7","26,7",Soleil,"1,6999999999999993","0,0",1650,1118,"0,68",70,260,210,"1,0",329,993,213,215,Canicule,"0,0"
2022-06-13,Lundi,13,24,6,2022,Été,0,"19,0","12,5","26,0",Soleil,"1,0","0,0",1650,790,"0,48",70,260,210,"1,0",419,920,272,151,Canicule,"0,0"
2022-06-14,Mardi,14,24,6,2022,Été,0,"21,2","13,5","28,4",Chaleurs,"3,3999999999999986","0,0",1650,1282,"0,78",70,260,210,"1,0",376,920,244,246,Canicule,"0,0"
2022-06-15,Mercredi,15,24,6,2022,Été,0,"23,8","13,9","32,1",Canicule,"7,100000000000001","0,0",1650,1343,"0,81",70,260,210,"1,0",253,920,164,258,Canicule,"0,0"
2022-06-16,Jeudi,16,24,6,2022,Été,0,"24,2","17,2","31,3",Canicule,"6,300000000000001","0,0",1650,1086,"0,66",70,260,210,"1,0",384,920,249,208,Canicule,"0,0"
2022-06-17,Vendredi,17,24,6,2022,Été,0,"27,0","17,6","35,3",Canicule,"10,299999999999997","0,0",1650,1529,"0,93",70,260,210,"1,0",405,1113,263,294,Canicule,"0,0"
2022-06-18,Samedi,18,24,6,2022,Été,0,"29,3","20,3","37,1",Canicule,"12,100000000000001","0,0",1650,1195,"0,72",70,260,210,"1,0",319,1163,207,229,Canicule,"0,0"
2022-06-19,Dimanche,19,24,6,2022,Été,0,"20,0","15,2","26,0",Pluie,"1,0","0,0",1650,1014,"0,61",70,260,210,"1,0",272,993,176,195,Canicule,"0,0"
2022-06-20,Lundi,20,25,6,2022,Été,0,"18,6","15,0","24,0",Soleil,"0,0","0,0",1650,1013,"0,61",70,260,210,"1,0",419,920,272,194,Aucun,"0,0"
2022-06-21,Mardi,21,25,6,2022,Été,0,"21,5","14,5","28,5",Chaleurs,"3,5","0,0",1650,1076,"0,65",70,260,210,"1,0",365,920,237,206,Canicule,"0,0"
2022-06-22,Mercredi,22,25,6,2022,Été,0,"21,3","16,2","27,2",Chaleurs,"2,1999999999999993","0,0",1650,1210,"0,73",70,260,210,"1,0",394,920,256,232,Canicule,"0,0"
2022-06-23,Jeudi,23,25,6,2022,Été,0,"23,7","18,9","28,9",Pluie,"3,8999999999999986","0,0",1650,1070,"0,65",70,260,210,"1,0",434,920,282,205,Canicule,"0,0"
2022-06-24,Vendredi,24,25,6,2022,Été,0,"21,1","17,6","24,9",Chaleurs,"0,0","0,0",1650,993,"0,6",70,260,210,"1,0",340,1012,221,190,Aucun,"0,0"
2022-06-25,Samedi,25,25,6,2022,Été,0,"17,5","17,0","19,3",Soleil,"0,0","0,0",1650,1217,"0,74",70,260,210,"1,0",274,1058,178,234,Aucun,"0,0"
2022-06-26,Dimanche,26,25,6,2022,Été,0,"18,6","14,2","23,5",Soleil,"0,0","0,0",1650,1002,"0,61",70,260,210,"1,0",360,993,234,192,Aucun,"0,0"
2022-06-27,Lundi,27,26,6,2022,Été,0,"19,7","15,4","25,0",Soleil,"0,0","0,0",1650,1378,"0,84",70,260,210,"1,0",422,920,274,265,Canicule,"0,0"
2022-06-28,Mardi,28,26,6,2022,Été,0,"21,5","12,5","28,7",Chaleurs,"3,6999999999999993","0,0",1650,1464,"0,89",70,260,210,"1,0",389,920,252,281,Canicule,"0,0"
2022-06-29,Mercredi,29,26,6,2022,Été,0,"21,2","13,4","28,0",Chaleurs,"3,0","0,0",1650,949,"0,58",70,260,210,"1,0",304,920,197,182,Canicule,"0,0"
2022-06-30,Jeudi,30,26,6,2022,Été,0,"15,5","13,6","17,9",Pluie,"0,0","0,0",1650,1401,"0,85",70,260,210,"1,0",231,920,150,269,Aucun,"0,0"
2022-07-01,Vendredi,1,26,7,2022,Été,1,"17,6","11,6","23,6",Soleil,"0,0","0,0",1650,1145,"0,69",70,260,210,"1,0",378,1062,245,220,Aucun,"0,0"
2022-07-02,Samedi,2,26,7,2022,Été,1,"20,7","10,8","27,9",Chaleurs,"2,8999999999999986","0,0",1650,969,"0,59",70,260,210,"1,0",301,1110,195,186,Canicule,"0,0"
2022-07-03,Dimanche,3,26,7,2022,Été,1,"20,1","14,0","26,2",Chaleurs,"1,1999999999999993","0,0",1650,1176,"0,71",70,260,210,"1,0",457,1043,297,226,Canicule,"0,0"
2022-07-04,Lundi,4,27,7,2022,Été,1,"20,3","12,3","28,0",Chaleurs,"3,0","0,0",1650,1274,"0,77",70,260,210,"1,0",339,966,220,245,Canicule,"0,0"
2022-07-05,Mardi,5,27,7,2022,Été,1,"20,5","13,3","28,2",Chaleurs,"3,1999999999999993","0,0",1650,1191,"0,72",70,260,210,"1,0",365,966,237,229,Canicule,"0,0"
2022-07-06,Mercredi,6,27,7,2022,Été,1,"21,2","13,2","28,5",Chaleurs,"3,5","0,0",1650,1232,"0,75",70,260,210,"1,0",274,966,178,236,Canicule,"0,0"
2022-07-07,Jeudi,7,27,7,2022,Été,1,"18,9","16,2","23,3",Soleil,"0,0","0,0",1650,1376,"0,83",70,260,210,"1,0",466,966,302,264,Aucun,"0,0"
2022-07-08,Vendredi,8,27,7,2022,Été,1,"20,8","12,0","28,9",Chaleurs,"3,8999999999999986","0,0",1650,1070,"0,65",70,260,210,"1,0",445,1062,289,205,Canicule,"0,0"
2022-07-09,Samedi,9,27,7,2022,Été,1,"23,3","15,7","31,6",Canicule,"6,600000000000001","0,0",1650,1134,"0,69",70,260,210,"1,0",210,1110,136,218,Canicule,"0,0"
2022-07-10,Dimanche,10,27,7,2022,Été,1,"21,8","13,9","29,0",Chaleurs,"4,0","0,0",1650,1335,"0,81",70,260,210,"1,0",285,1043,185,256,Canicule,"0,0"
2022-07-11,Lundi,11,28,7,2022,Été,1,"24,7","16,9","31,7",Canicule,"6,699999999999999","0,0",1650,1407,"0,85",70,260,210,"1,0",209,966,135,270,Canicule,"0,0"
2022-07-12,Mardi,12,28,7,2022,Été,1,"26,1","16,5","34,1",Canicule,"9,100000000000001","0,0",1650,1084,"0,66",70,260,210,"1,0",319,1062,207,208,Canicule,"0,0"
2022-07-13,Mercredi,13,28,7,2022,Été,1,"28,2","18,7","37,3",Canicule,"12,299999999999997","0,0",1650,881,"0,53",70,260,210,"1,0",258,1062,167,169,Canicule,"0,0"
2022-07-14,Jeudi,14,28,7,2022,Été,1,"25,3","20,9","32,9",Canicule,"7,899999999999999","0,0",1650,1167,"0,71",70,260,210,"1,0",390,1062,253,224,Canicule,"0,0"
2022-07-15,Vendredi,15,28,7,2022,Été,1,"22,0","15,3","28,6",Chaleurs,"3,6000000000000014","0,0",1650,941,"0,57",70,260,210,"1,0",238,1062,154,180,Canicule,"0,0"
2022-07-16,Samedi,16,28,7,2022,Été,1,"23,3","14,3","30,8",Canicule,"5,800000000000001","0,0",1650,1430,"0,87",70,260,210,"1,0",257,1110,167,275,Canicule,"0,0"
2022-07-17,Dimanche,17,28,7,2022,Été,1,"25,0","16,5","33,0",Canicule,"8,0","0,0",1650,906,"0,55",70,260,210,"1,0",262,1043,170,174,Canicule,"0,0"
2022-07-18,Lundi,18,29,7,2022,Été,1,"28,9","17,6","39,3",Canicule,"14,299999999999997","0,0",1650,1110,"0,67",70,260,210,"1,0",313,1062,203,213,Canicule,"0,0"
2022-07-19,Mardi,19,29,7,2022,Été,1,"30,7","20,9","40,4",Canicule,"15,399999999999999","0,0",1650,1146,"0,69",70,260,210,"1,0",137,1159,89,220,Canicule,"0,0"
2022-07-20,Mercredi,20,29,7,2022,Été,1,"21,0","19,2","24,2",Pluie,"0,0","0,0",1650,1269,"0,77",70,260,210,"1,0",314,966,204,244,Aucun,"0,0"
2022-07-21,Jeudi,21,29,7,2022,Été,1,"22,5","18,2","28,3",Chaleurs,"3,3000000000000007","0,0",1650,1340,"0,81",70,260,210,"1,0",464,966,301,257,Canicule,"0,0"
2022-07-22,Vendredi,22,29,7,2022,Été,1,"21,1","16,6","26,9",Pluie,"1,8999999999999986","0,0",1650,972,"0,59",70,260,210,"1,0",311,1062,202,186,Canicule,"0,0"
2022-07-23,Samedi,23,29,7,2022,Été,1,"21,6","18,1","28,3",Chaleurs,"3,3000000000000007","0,0",1650,1164,"0,71",70,260,210,"1,0",466,1110,302,223,Canicule,"0,0"
2022-07-24,Dimanche,24,29,7,2022,Été,1,"25,7","17,0","33,2",Canicule,"8,200000000000003","0,0",1650,1151,"0,7",70,260,210,"1,0",282,1147,183,221,Canicule,"0,0"
2022-07-25,Lundi,25,30,7,2022,Été,1,"23,5","20,1","28,7",Chaleurs,"3,6999999999999993","0,0",1650,1131,"0,69",70,260,210,"1,0",345,966,224,217,Canicule,"0,0"
2022-07-26,Mardi,26,30,7,2022,Été,1,"20,0","17,3","24,5",Chaleurs,"0,0","0,0",1650,1064,"0,64",70,260,210,"1,0",289,966,187,204,Aucun,"0,0"
2022-07-27,Mercredi,27,30,7,2022,Été,1,"20,1","14,1","27,5",Chaleurs,"2,5","0,0",1650,1065,"0,65",70,260,210,"1,0",328,966,213,204,Canicule,"0,0"
2022-07-28,Jeudi,28,30,7,2022,Été,1,"21,6","15,3","28,8",Chaleurs,"3,8000000000000007","0,0",1650,1172,"0,71",70,260,210,"1,0",279,966,181,225,Canicule,"0,0"
2022-07-29,Vendredi,29,30,7,2022,Été,1,"23,6","14,3","31,3",Canicule,"6,300000000000001","0,0",1650,1403,"0,85",70,260,210,"1,0",312,1062,202,269,Canicule,"0,0"
2022-07-30,Samedi,30,30,7,2022,Été,1,"24,5","16,1","31,6",Canicule,"6,600000000000001","0,0",1650,1335,"0,81",70,260,210,"1,0",100,1110,65,256,Canicule,"0,0"
2022-07-31,Dimanche,31,30,7,2022,Été,1,"23,6","18,3","30,9",Canicule,"5,899999999999999","0,0",1650,812,"0,49",70,260,210,"1,0",371,1043,241,156,Canicule,"0,0"
2022-08-01,Lundi,1,31,8,2022,Été,1,"22,9","19,9","28,8",Chaleurs,"3,8000000000000007","0,0",1650,1093,"0,66",70,260,210,"1,0",306,966,198,210,Canicule,"0,0"
2022-08-02,Mardi,2,31,8,2022,Été,1,"24,4","17,3","33,2",Canicule,"8,200000000000003","0,0",1650,1026,"0,62",70,260,210,"1,0",229,966,148,197,Canicule,"0,0"
2022-08-03,Mercredi,3,31,8,2022,Été,1,"27,7","18,1","36,3",Canicule,"11,299999999999997","0,0",1650,1444,"0,88",70,260,210,"1,0",251,1062,163,277,Canicule,"0,0"
2022-08-04,Jeudi,4,31,8,2022,Été,1,"24,0","21,0","30,9",Canicule,"5,899999999999999","0,0",1650,1364,"0,83",70,260,210,"1,0",398,966,258,262,Canicule,"0,0"
2022-08-05,Vendredi,5,31,8,2022,Été,1,"21,3","15,8","28,0",Chaleurs,"3,0","0,0",1650,968,"0,59",70,260,210,"1,0",383,1062,248,186,Canicule,"0,0"
2022-08-06,Samedi,6,31,8,2022,Été,1,"20,3","12,8","27,2",Chaleurs,"2,1999999999999993","0,0",1650,1235,"0,75",70,260,210,"1,0",243,1110,157,237,Canicule,"0,0"
2022-08-07,Dimanche,7,31,8,2022,Été,1,"21,9","13,9","29,4",Chaleurs,"4,399999999999999","0,0",1650,1272,"0,77",70,260,210,"1,0",193,1043,125,244,Canicule,"0,0"
2022-08-08,Lundi,8,32,8,2022,Été,1,"23,3","15,1","31,1",Canicule,"6,100000000000001","0,0",1650,1093,"0,66",70,260,210,"1,0",313,966,203,210,Canicule,"0,0"
2022-08-09,Mardi,9,32,8,2022,Été,1,"24,1","16,4","33,0",Canicule,"8,0","0,0",1650,1228,"0,74",70,260,210,"1,0",382,966,248,236,Canicule,"0,0"
2022-08-10,Mercredi,10,32,8,2022,Été,1,"25,5","17,4","34,2",Canicule,"9,200000000000003","0,0",1650,1346,"0,82",70,260,210,"1,0",305,1062,198,258,Canicule,"0,0"
2022-08-11,Jeudi,11,32,8,2022,Été,1,"25,9","17,7","34,4",Canicule,"9,399999999999999","0,0",1650,1256,"0,76",70,260,210,"1,0",253,1062,164,241,Canicule,"0,0"
2022-08-12,Vendredi,12,32,8,2022,Été,1,"25,9","17,5","35,6",Canicule,"10,600000000000001","0,0",1650,1103,"0,67",70,260,210,"1,0",373,1168,242,212,Canicule,"0,0"
2022-08-13,Samedi,13,32,8,2022,Été,1,"26,2","18,4","34,1",Canicule,"9,100000000000001","0,0",1650,948,"0,57",70,260,210,"1,0",305,1221,198,182,Canicule,"0,0"
2022-08-14,Dimanche,14,32,8,2022,Été,1,"22,4","18,4","29,9",Pluie,"4,899999999999999","0,0",1650,1124,"0,68",70,260,210,"1,0",348,1043,226,216,Canicule,"0,0"
2022-08-15,Lundi,15,33,8,2022,Été,1,"22,0","17,6","28,4",Chaleurs,"3,3999999999999986","0,0",1650,1328,"0,8",70,260,210,"1,0",293,966,190,255,Canicule,"0,0"
2022-08-16,Mardi,16,33,8,2022,Été,1,"21,0","17,9","27,9",Pluie,"2,8999999999999986","0,0",1650,922,"0,56",70,260,210,"1,0",280,966,182,177,Canicule,"0,0"
2022-08-17,Mercredi,17,33,8,2022,Été,1,"20,8","17,5","28,6",Chaleurs,"3,6000000000000014","0,0",1650,1254,"0,76",70,260,210,"1,0",219,966,142,241,Canicule,"0,0"
2022-08-18,Jeudi,18,33,8,2022,Été,1,"23,1","16,4","30,3",Canicule,"5,300000000000001","0,0",1650,1444,"0,88",70,260,210,"1,0",239,966,155,277,Canicule,"0,0"
2022-08-19,Vendredi,19,33,8,2022,Été,1,"20,6","17,8","25,8",Chaleurs,"0,8000000000000007","0,0",1650,1434,"0,87",70,260,210,"1,0",181,1062,117,275,Canicule,"0,0"
2022-08-20,Samedi,20,33,8,2022,Été,1,"20,3","14,6","27,3",Chaleurs,"2,3000000000000007","0,0",1650,1139,"0,69",70,260,210,"1,0",296,1110,192,219,Canicule,"0,0"
2022-08-21,Dimanche,21,33,8,2022,Été,1,"21,2","14,0","27,7",Chaleurs,"2,6999999999999993","0,0",1650,1220,"0,74",70,260,210,"1,0",242,1043,157,234,Canicule,"0,0"
2022-08-22,Lundi,22,34,8,2022,Été,1,"21,8","16,9","25,9",Chaleurs,"0,8999999999999986","0,0",1650,1337,"0,81",70,260,210,"1,0",328,966,213,257,Canicule,"0,0"
2022-08-23,Mardi,23,34,8,2022,Été,1,"23,1","18,1","29,7",Chaleurs,"4,699999999999999","0,0",1650,1179,"0,71",70,260,210,"1,0",339,966,220,226,Canicule,"0,0"
2022-08-24,Mercredi,24,34,8,2022,Été,1,"25,4","18,0","33,9",Canicule,"8,899999999999999","0,0",1650,1145,"0,69",70,260,210,"1,0",305,1062,198,220,Canicule,"0,0"
2022-08-25,Jeudi,25,34,8,2022,Été,1,"24,6","17,7","33,2",Canicule,"8,200000000000003","0,0",1650,872,"0,53",70,260,210,"1,0",353,966,229,167,Canicule,"0,0"
2022-08-26,Vendredi,26,34,8,2022,Été,1,"21,8","18,5","28,9",Chaleurs,"3,8999999999999986","0,0",1650,1277,"0,77",70,260,210,"1,0",234,1062,152,245,Canicule,"0,0"
2022-08-27,Samedi,27,34,8,2022,Été,1,"21,2","15,9","27,5",Chaleurs,"2,5","0,0",1650,1124,"0,68",70,260,210,"1,0",293,1110,190,216,Canicule,"0,0"
2022-08-28,Dimanche,28,34,8,2022,Été,1,"21,2","14,9","28,7",Chaleurs,"3,6999999999999993","0,0",1650,1212,"0,73",70,260,210,"1,0",282,1043,183,233,Canicule,"0,0"
2022-08-29,Lundi,29,35,8,2022,Été,1,"22,8","16,5","31,1",Canicule,"6,100000000000001","0,0",1650,1026,"0,62",70,260,210,"1,0",292,966,189,197,Canicule,"0,0"
2022-08-30,Mardi,30,35,8,2022,Été,1,"21,4","14,2","29,4",Chaleurs,"4,399999999999999","0,0",1650,993,"0,6",70,260,210,"1,0",345,966,224,190,Canicule,"0,0"
2022-08-31,Mercredi,31,35,8,2022,Été,1,"22,3","16,4","29,8",Chaleurs,"4,800000000000001","0,0",1650,874,"0,53",70,260,210,"1,0",360,966,234,168,Canicule,"0,0"
2022-09-01,Jeudi,1,35,9,2022,Automne,0,"22,8","16,2","30,2",Canicule,"5,199999999999999","0,0",1650,1232,"0,75",70,260,210,"1,0",434,920,282,236,Canicule,"0,0"
2022-09-02,Vendredi,2,35,9,2022,Automne,0,"20,9","17,1","25,6",Chaleurs,"0,6000000000000014","0,0",1650,1317,"0,8",70,260,210,"1,0",378,1012,245,253,Canicule,"0,0"
2022-09-03,Samedi,3,35,9,2022,Automne,0,"20,5","18,4","24,6",Chaleurs,"0,0","0,0",1650,1322,"0,8",70,260,210,"1,0",425,1058,276,254,Aucun,"0,0"
2022-09-04,Dimanche,4,35,9,2022,Automne,0,"22,8","15,7","30,8",Canicule,"5,800000000000001","0,0",1650,943,"0,57",70,260,210,"1,0",173,993,112,181,Canicule,"0,0"
2022-09-05,Lundi,5,36,9,2022,Automne,0,"22,6","16,3","31,4",Canicule,"6,399999999999999","0,0",1650,1159,"0,7",70,260,210,"1,0",315,920,204,222,Canicule,"0,0"
2022-09-06,Mardi,6,36,9,2022,Automne,0,"21,9","15,5","29,6",Chaleurs,"4,600000000000001","0,0",1650,1035,"0,63",70,260,210,"1,0",397,920,258,199,Canicule,"0,0"
2022-09-07,Mercredi,7,36,9,2022,Automne,0,"18,7","17,3","22,3",Pluie,"0,0","0,0",1650,1030,"0,62",70,260,210,"1,0",373,920,242,198,Aucun,"0,0"
2022-09-08,Jeudi,8,36,9,2022,Automne,0,"18,6","15,4","23,5",Gris,"0,0","0,0",1650,922,"0,56",70,260,210,"1,0",315,920,204,177,Aucun,"0,0"
2022-09-09,Vendredi,9,36,9,2022,Automne,0,"17,3","15,6","20,2",Pluie,"0,0","0,0",1650,931,"0,56",70,260,210,"1,0",293,1012,190,179,Aucun,"0,0"
2022-09-10,Samedi,10,36,9,2022,Automne,0,"16,6","15,3","20,8",Pluie,"0,0","0,0",1650,1328,"0,8",70,260,210,"1,0",235,1058,152,255,Aucun,"0,0"
2022-09-11,Dimanche,11,36,9,2022,Automne,0,"17,3","12,1","24,5",Gris,"0,0","0,0",1650,1567,"0,95",70,260,210,"1,0",237,993,154,301,Aucun,"0,0"
2022-09-12,Lundi,12,37,9,2022,Automne,0,"20,6","13,1","29,5",Chaleurs,"4,5","0,0",1650,1185,"0,72",70,260,210,"1,0",395,920,256,227,Canicule,"0,0"
2022-09-13,Mardi,13,37,9,2022,Automne,0,"22,0","17,7","27,0",Pluie,"2,0","0,0",1650,1270,"0,77",70,260,210,"1,0",298,920,193,244,Canicule,"0,0"
2022-09-14,Mercredi,14,37,9,2022,Automne,0,"22,5","19,4","27,5",Chaleurs,"2,5","0,0",1650,1175,"0,71",70,260,210,"1,0",318,920,206,225,Canicule,"0,0"
2022-09-15,Jeudi,15,37,9,2022,Automne,0,"19,0","14,9","24,5",Gris,"0,0","0,0",1650,1139,"0,69",70,260,210,"1,0",544,920,353,219,Aucun,"0,0"
2022-09-16,Vendredi,16,37,9,2022,Automne,0,"15,2","12,9","21,5",Gris,"0,0","0,0",1650,1038,"0,63",70,260,210,"1,0",442,1012,287,199,Aucun,"0,0"
2022-09-17,Samedi,17,37,9,2022,Automne,0,"13,7","9,7","20,0",Gris,"0,0","0,0",1650,1447,"0,88",70,260,210,"1,0",303,1058,196,278,Aucun,"0,0"
2022-09-18,Dimanche,18,37,9,2022,Automne,0,"14,4","8,6","22,1",Gris,"0,0","0,0",1650,1454,"0,88",70,260,210,"1,0",260,993,169,279,Aucun,"0,0"
2022-09-19,Lundi,19,38,9,2022,Automne,0,"14,1","9,4","22,3",Gris,"0,0","0,0",1650,1062,"0,64",70,260,210,"1,0",410,920,266,204,Aucun,"0,0"
2022-09-20,Mardi,20,38,9,2022,Automne,0,"13,1","7,9","19,9",Gris,"0,0","0,0",1650,1315,"0,8",70,260,210,"1,0",405,920,263,252,Aucun,"0,0"
2022-09-21,Mercredi,21,38,9,2022,Automne,0,"14,4","8,8","22,3",Gris,"0,0","0,0",1650,895,"0,54",70,260,210,"1,0",404,920,262,172,Aucun,"0,0"
2022-09-22,Jeudi,22,38,9,2022,Automne,0,"14,2","7,2","22,9",Gris,"0,0","0,0",1650,1114,"0,68",70,260,210,"1,0",307,920,199,214,Aucun,"0,0"
2022-09-23,Vendredi,23,38,9,2022,Automne,0,"15,6","9,8","21,3",Gris,"0,0","0,0",1650,1257,"0,76",70,260,210,"1,0",354,1012,230,241,Aucun,"0,0"
2022-09-24,Samedi,24,38,9,2022,Automne,0,"15,1","13,2","19,2",Gris,"0,0","0,0",1650,934,"0,57",70,260,210,"1,0",318,1058,206,179,Aucun,"0,0"
2022-09-25,Dimanche,25,38,9,2022,Automne,0,"15,4","11,9","21,9",Gris,"0,0","0,0",1650,1255,"0,76",70,260,210,"1,0",333,993,216,241,Aucun,"0,0"
2022-09-26,Lundi,26,39,9,2022,Automne,0,"12,9","11,9","15,2",Pluie,"0,0","0,0",1650,1333,"0,81",70,260,210,"1,0",400,920,260,256,Aucun,"0,0"
2022-09-27,Mardi,27,39,9,2022,Automne,0,"12,7","10,9","15,2",Pluie,"0,0","0,0",1650,1230,"0,75",70,260,210,"1,0",420,920,273,236,Aucun,"0,0"
2022-09-28,Mercredi,28,39,9,2022,Automne,0,"13,0","11,2","17,7",Gris,"0,0","0,0",1650,880,"0,53",70,260,210,"1,0",354,920,230,169,Aucun,"0,0"
2022-09-29,Jeudi,29,39,9,2022,Automne,0,"11,5","10,7","16,8",Frais,"0,0","0,0",1650,1189,"0,72",70,260,210,"1,0",390,920,253,228,Aucun,"0,0"
2022-09-30,Vendredi,30,39,9,2022,Automne,0,"13,2","6,3","19,3",Pluie,"0,0","0,0",1650,944,"0,57",70,260,210,"1,0",379,1012,246,181,Aucun,"0,0"
2022-10-01,Samedi,1,39,10,2022,Automne,0,"17,1","12,3","22,5",Gris,"0,0","0,0",1650,1328,"0,8",70,260,210,"1,0",228,1058,148,255,Aucun,"0,0"
2022-10-02,Dimanche,2,39,10,2022,Automne,0,"15,7","14,0","20,5",Pluie,"0,0","0,0",1650,1267,"0,77",70,260,210,"1,0",303,993,196,243,Aucun,"0,0"
2022-10-03,Lundi,3,40,10,2022,Automne,0,"11,6","9,6","16,9",Frais,"0,0","0,0",1650,1159,"0,7",70,260,210,"1,0",362,920,235,222,Aucun,"0,0"
2022-10-04,Mardi,4,40,10,2022,Automne,0,"14,1","7,4","20,7",Gris,"0,0","0,0",1650,1069,"0,65",70,260,210,"1,0",427,920,277,205,Aucun,"0,0"
